Eval Setting,Service,active_intent_accuracy,requested_slots_f1,requested_slots_precision,requested_slots_recall,slot_tagging_f1,slot_tagging_precision,slot_tagging_recall,average_goal_accuracy,average_noncat_accuracy,joint_map_goal_accuracy,joint_map_cat_accuracy,joint_map_noncat_accuracy,joint_nonmap_goal_accuracy,joint_nonmap_cat_accuracy,joint_nonmap_noncat_accuracy,joint_goal_accuracy,joint_cat_accuracy,joint_noncat_accuracy,average_cat_accuracy
nocross,train,1.0,0.946825827455236,1.0,0.946825827455236,0.8603725809368782,0.8622490504612046,0.9319045035268584,0.4397092102285584,0.3490172551708376,0.6386326641345632,0.8814432989690721,0.6471785132935431,0.667932718393923,0.8878187737384698,0.6781063483450895,0.6094682582745523,0.8123982637004883,0.6121812262615302,0.6422932330827068
nofuzzy,#ALL_SERVICES,1.0,0.974023331524688,1.0,0.974023331524688,0.9561799149936698,0.9593309142702116,0.9735146500271296,0.4503151016376569,0.3166309821180761,0.1607433532284319,0.4941671188279978,0.2276180141074335,0.2061855670103092,0.3266413456321215,0.5918339663591969,0.0685024416711882,0.2204286489419424,0.2021161150298426,0.5598465022523188
nofuzzy,#SEEN_SERVICES,1.0,0.974023331524688,1.0,0.974023331524688,0.9561799149936698,0.9593309142702116,0.9735146500271296,0.4503151016376569,0.3166309821180761,0.1607433532284319,0.4941671188279978,0.2276180141074335,0.2061855670103092,0.3266413456321215,0.5918339663591969,0.0685024416711882,0.2204286489419424,0.2021161150298426,0.5598465022523188
nofuzzy,attraction,1.0,0.9305480195333696,1.0,0.9305480195333696,0.960119370591427,0.966087900162778,0.9820944112859468,0.2995615837785998,0.1557863501483679,0.7166304937601736,0.8579761258817146,0.773060227889311,0.7973412913727618,0.7973412913727618,1.0,0.6805480195333695,0.75,0.773060227889311,0.3501984126984127
nofuzzy,bus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,
nofuzzy,hospital,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,
nofuzzy,hotel,1.0,0.9610689093868692,1.0,0.9610689093868692,0.9715138361367336,0.9743624525230602,0.9801953336950624,0.3634121770810333,0.1717557251908397,0.7310092240911558,0.8543136190992946,0.7668204015192621,0.6603364080303853,0.6603364080303853,1.0,0.6418882257189366,0.6530113944655453,0.7668204015192621,0.403320775567611
nofuzzy,police,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,
nofuzzy,restaurant,1.0,0.9618827997829624,1.0,0.9618827997829624,0.9051817688551276,0.9074877916440586,0.938279978296256,0.682544388526251,0.4759067357512953,0.6483993488876831,0.7711611502984265,0.7093054801953337,0.7860824742268041,0.7860824742268041,1.0,0.6253391209983722,0.6857026587086272,0.7093054801953337,0.7793832823649337
nofuzzy,taxi,1.0,0.9918610960390668,1.0,0.9918610960390668,0.9522517634291916,0.9644601193705914,0.9556429734129136,0.3833333333333333,0.3833333333333333,0.9289202387411828,,0.9289202387411828,0.9088442756375474,,0.9088442756375474,0.9072164948453608,,0.9072164948453608,
nofuzzy,train,1.0,0.946825827455236,1.0,0.946825827455236,0.8603725809368782,0.8622490504612046,0.9319045035268584,0.4397092102285584,0.3490172551708376,0.6386326641345632,0.8814432989690721,0.6471785132935431,0.667932718393923,0.8878187737384698,0.6781063483450895,0.6094682582745523,0.8123982637004883,0.6121812262615302,0.6422932330827068
